Bin start,Bin end,Number of unique MAC addresses
1677526679.8361194,1677526739.8361194,9
1677526739.8361194,1677526799.8361194,0
1677526742.470251,1677526802.470251,6
1677526802.470251,1677526862.470251,0
1677526817.5463245,1677526877.5463245,7
1677526877.5463245,1677526937.5463245,0
1677526892.3615978,1677526952.3615978,7
1677526952.3615978,1677527012.3615978,0
1677526960.5795808,1677527020.5795808,7
1677527020.5795808,1677527080.5795808,0
1677527028.3751607,1677527088.3751607,6
1677527088.3751607,1677527148.3751607,0
1677527089.6194482,1677527149.6194482,5
1677527149.6194482,1677527209.6194482,0
1677527154.258149,1677527214.258149,6
1677527214.258149,1677527274.258149,0
1677527218.0947354,1677527278.0947354,8
1677527278.0947354,1677527338.0947354,0
1677527286.0019047,1677527346.0019047,9
1677527346.0019047,1677527406.0019047,0
1677527347.1456752,1677527407.1456752,13
1677527407.1456752,1677527467.1456752,0
1677527408.8333688,1677527468.8333688,15
1677527468.8333688,1677527528.8333688,0
1677527469.3306525,1677527529.3306525,9
1677527529.3306525,1677527589.3306525,0
1677527532.3378782,1677527592.3378782,6
1677527592.3378782,1677527652.3378782,0
1677527616.6853676,1677527676.6853676,7
1677527676.6853676,1677527736.6853676,0
1677527677.3566198,1677527737.3566198,14
1677527737.3566198,1677527797.3566198,0
1677527749.3138263,1677527809.3138263,11
1677527809.3138263,1677527869.3138263,0
1677527816.1349363,1677527876.1349363,2
1677527876.1349363,1677527936.1349363,0
1677527880.4401293,1677527940.4401293,3
1677527940.4401293,1677528000.4401293,0
1677527946.6123834,1677528006.6123834,19
1677528006.6123834,1677528066.6123834,0
1677528010.4507449,1677528070.4507449,10
1677528070.4507449,1677528130.4507449,0
1677528072.2159095,1677528132.2159095,8
1677528132.2159095,1677528192.2159095,0
1677528136.436765,1677528196.436765,6
1677528196.436765,1677528256.436765,0
1677528223.5352175,1677528283.5352175,3
1677528283.5352175,1677528343.5352175,0
1677528288.2901332,1677528348.2901332,10
1677528348.2901332,1677528408.2901332,0
1677528352.9594429,1677528412.9594429,5
1677528412.9594429,1677528472.9594429,0
1677528414.2858288,1677528474.2858288,4
1677528474.2858288,1677528534.2858288,0
1677528490.2157288,1677528550.2157288,7
1677528550.2157288,1677528610.2157288,0
1677528556.4110389,1677528616.4110389,7
1677528616.4110389,1677528676.4110389,0
1677528624.2733405,1677528684.2733405,13
1677528684.2733405,1677528744.2733405,0
1677528684.5300741,1677528744.5300741,7
1677528744.5300741,1677528804.5300741,0
1677528749.222755,1677528809.222755,10
1677528809.222755,1677528869.222755,0
1677528812.644443,1677528872.644443,2
1677528872.644443,1677528932.644443,0
1677528876.4322624,1677528936.4322624,6
1677528936.4322624,1677528996.4322624,0
1677528950.5884771,1677529010.5884771,16
1677529010.5884771,1677529070.5884771,0
1677529018.6269448,1677529078.6269448,5
1677529078.6269448,1677529138.6269448,0
1677529080.3308504,1677529140.3308504,13
1677529140.3308504,1677529200.3308504,0
1677529142.720874,1677529202.720874,4
1677529202.720874,1677529262.720874,0
1677529204.1936517,1677529264.1936517,5
1677529264.1936517,1677529324.1936517,0
1677529270.3714952,1677529330.3714952,14
1677529330.3714952,1677529390.3714952,0
1677529335.5405955,1677529395.5405955,7
1677529395.5405955,1677529455.5405955,0
1677529396.3693123,1677529456.3693123,6
1677529456.3693123,1677529516.3693123,0
1677529458.6509717,1677529518.6509717,8
1677529518.6509717,1677529578.6509717,0
1677529519.9717772,1677529579.9717772,7
1677529579.9717772,1677529639.9717772,0
1677529582.1756873,1677529642.1756873,12
1677529642.1756873,1677529702.1756873,0
1677529653.5340128,1677529713.5340128,5
1677529713.5340128,1677529773.5340128,0
1677529713.9775367,1677529773.9775367,6
1677529773.9775367,1677529833.9775367,0
1677529781.014518,1677529841.014518,5
1677529841.014518,1677529901.014518,0
1677529842.1939485,1677529902.1939485,4
1677529902.1939485,1677529962.1939485,0
1677529918.1298728,1677529978.1298728,3
1677529978.1298728,1677530038.1298728,0
1677529984.3383121,1677530044.3383121,5
1677530044.3383121,1677530104.3383121,0
1677530052.2135658,1677530112.2135658,5
1677530112.2135658,1677530172.2135658,0
1677530114.4523535,1677530174.4523535,5
1677530174.4523535,1677530234.4523535,0
1677530178.184972,1677530238.184972,2
1677530238.184972,1677530298.184972,0
1677530260.6622381,1677530320.6622381,5
1677530320.6622381,1677530380.6622381,0
1677530323.367811,1677530383.367811,4
1677530383.367811,1677530443.367811,0
1677530392.6494699,1677530452.6494699,4
1677530452.6494699,1677530512.6494699,0
1677530464.1149168,1677530524.1149168,6
1677530524.1149168,1677530584.1149168,0
1677530524.5372615,1677530584.5372615,4
1677530584.5372615,1677530644.5372615,0
1677530585.6644728,1677530645.6644728,5
1677530645.6644728,1677530705.6644728,0
1677530648.2271774,1677530708.2271774,2
1677530708.2271774,1677530768.2271774,0
1677530728.5028334,1677530788.5028334,4
1677530788.5028334,1677530848.5028334,0
1677530797.9183147,1677530857.9183147,2
1677530857.9183147,1677530917.9183147,0
1677530859.8557856,1677530919.8557856,5
1677530919.8557856,1677530979.8557856,0
1677530922.5104136,1677530982.5104136,12
1677530982.5104136,1677531042.5104136,0
1677530984.2075026,1677531044.2075026,5
1677531044.2075026,1677531104.2075026,0
1677531076.2478354,1677531136.2478354,4
1677531136.2478354,1677531196.2478354,0
1677531144.1169558,1677531204.1169558,7
1677531204.1169558,1677531264.1169558,0
1677531211.5307157,1677531271.5307157,8
1677531271.5307157,1677531331.5307157,0
1677531278.1681442,1677531338.1681442,4
1677531338.1681442,1677531398.1681442,0
1677531353.3890204,1677531413.3890204,3
1677531413.3890204,1677531473.3890204,0
1677531430.0366902,1677531490.0366902,1
1677531490.0366902,1677531550.0366902,0
1677531519.7713985,1677531579.7713985,8
1677531579.7713985,1677531639.7713985,0
1677531580.2241898,1677531640.2241898,13
1677531640.2241898,1677531700.2241898,0
1677531640.858066,1677531700.858066,7
1677531700.858066,1677531760.858066,0
1677531702.38862,1677531762.38862,10
1677531762.38862,1677531822.38862,0
1677531763.0660765,1677531823.0660765,26
1677531823.0660765,1677531883.0660765,0
1677531839.6700816,1677531899.6700816,9
1677531899.6700816,1677531959.6700816,0
1677531900.097171,1677531960.097171,6
1677531960.097171,1677532020.097171,0
1677531981.1482754,1677532041.1482754,14
1677532041.1482754,1677532101.1482754,0
1677532042.2033765,1677532102.2033765,7
1677532102.2033765,1677532162.2033765,0
1677532102.3412464,1677532162.3412464,8
1677532162.3412464,1677532222.3412464,0
1677532168.2165797,1677532228.2165797,6
1677532228.2165797,1677532288.2165797,0
1677532235.5902486,1677532295.5902486,4
1677532295.5902486,1677532355.5902486,0
1677532328.2930398,1677532388.2930398,6
1677532388.2930398,1677532448.2930398,0
1677532392.5091126,1677532452.5091126,4
1677532452.5091126,1677532512.5091126,0
1677532473.9643395,1677532533.9643395,4
